store_code_name,store_code,store_town,state
LKST735-Mumbai_Vasai,LKST735,Mumbai,Maharashtra
LKST736-Chennai_Kilpauk,LKST736,Chennai,Tamil Nadu
LKST739-Hyderabad_Shivam Road,LKST739,Hyderabad,Telangana
LKST73-CGROAD,LKST73,Ahmedabad,Gujarat
LKST741-Trivandrum_Pattom,LKST741,Trivandrum,Kerala
LKST742-Bangalore_RT Nagar (Dawat),LKST742,Bengaluru,Karnataka
LKST743-Kolkata_Baruipur,LKST743,Kolkata,West Bengal
LKST744-Greater Noida_Panchsheel Greens,LKST744,Noida,Uttar Pradesh
LKST745-Guwahati_Zoo Road,LKST745,Guwahati,Assam
LKST746-Lenskart,LKST746,Bengaluru,Karnataka
LKST748-Mumbai_Ram Maruti Road,LKST748,Mumbai,Maharashtra
LKST749-Hyderabad_Hyderguda,LKST749,Hyderabad,Telangana
LKST752-Jaipur_Vaishali Nagar,LKST752,Jaipur,Rajasthan
LKST754-Kolkata_Kalikapur,LKST754,Kolkata,West Bengal
LKST756-Ghaziabad_ Govindpuram,LKST756,Ghaziabad,Uttar Pradesh
LKST757-Hyderabad_Miyapur,LKST757,Hyderabad,Telangana
LKST758-Coimbatore_ Saravanampatti,LKST758,Coimbatore,Tamil Nadu
LKST759-Bangalore_Mathikere,LKST759,Bengaluru,Karnataka
LKST75-Kodambakkam Chennai Store,LKST75,Chennai,Tamil Nadu
LKST762-Bangalore_Marenhalli Road Jayanagar,LKST762,Bengaluru,Karnataka
LKST764-Bangalore_COX Town,LKST764,Bengaluru,Karnataka
LKST765-Varanasi_Rathyatra,LKST765,Varanasi,Uttar Pradesh
LKST771-Kolkata_Prince Anwarshah Road,LKST771,Kolkata,West Bengal
LKST772-Ranchi_Kanke Road,LKST772,Ranchi,Jharkhand
LKST773-Noida_Gardenia Glory Sector-46,LKST773,Noida,Uttar Pradesh
LKST775-Vadodara_Vasna Rd,LKST775,Vadodara,Gujarat
LKST776-Calicut_Mankavu,LKST776,Calicut,Kerala
LKST777-Bangalore_Seegehalli,LKST777,Bengaluru,Karnataka
LKST779-Ahemdabad_Vastral,LKST779,Ahmedabad,Gujarat
LKST77-Royapuram Chennai Store,LKST77,Chennai,Tamil Nadu
LKST780-Indore_Old Palasia Navneet plaza,LKST780,Indore,Madhya Pradesh
LKST782-Delhi_Khanna Market,LKST782,New Delhi,Delhi
LKST784-Ahmedabad_Bapunagar,LKST784,Ahmedabad,Gujarat
LKST785-Trivandrum_Karamana,LKST785,Thiruvananthapuram,Kerala
LKST786-Hyderabad_BN Reddy nagar,LKST786,Hyderabad,Telangana
LKST787-Bangalore_Varthur village,LKST787,Bengaluru,Karnataka
LKST788-Bangalore_Wilson Garden,LKST788,Bengaluru,Karnataka
LKST789-Patna_Khurji road,LKST789,Patna,Bihar
LKST791-Hyderabad_MG Road,LKST791,Hyderabad,Telangana
LKST793-Panchkula_Sector 11,LKST793,Panchkula,Haryana
LKST794-Bareilly_Civil Lines,LKST794,BAREILLY,Uttar Pradesh
LKST796-Kanpur_Swaroop Nagar,LKST796,Kanpur,Uttar Pradesh
LKST797-Bangalore_Devanhalli,LKST797,Bengaluru,Karnataka
LKST799-Calicut_Karaparambu   Junction,LKST799,Calicut,Kerala
LKST800-Cuttack_Link Road,LKST800,Bhubaneswar,odisha
LKST802-Guwahati_Dr. B Baruah Road,LKST802,Guwahati,Assam
LKST803-Lucknow_Rajajipuram,LKST803,Lucknow,Uttar Pradesh
LKST804-Bangalore_Kothanur,LKST804,Bengaluru,Karnataka
LKST805-Hyderabad_Santosh nagar,LKST805,Hyderabad,Telangana
LKST806-Kochi_Kakkanad,LKST806,Kochi,Kerala
LKST808-Chennai_Tharamani road- Velacherry,LKST808,Chennai,Tamil Nadu
LKST809-Calicut_Kunnamangalam,LKST809,Kunnamangalam,Kerala
LKST80-Ambattur Bus stand Chennai Store,LKST80,Chennai,Tamil Nadu
LKST810-Hyderabad_Tarnaka,LKST810,Hyderabad,Telangana
LKST811-Jaipur_Gopalpura,LKST811,Jaipur,Rajasthan
LKST813-Bangalore_Hegannahalli,LKST813,Bengaluru,Karnataka
LKST815-Janpath_Bhubneshwar,LKST815,Bhubaneswar,odisha
LKST816-Bangalore_Hoodi Road ITPL,LKST816,Bengaluru,Karnataka
LKST817-Vizag_Dabagarden,LKST817,Visakhapatnam,Andhra Pradesh
LKST818-Ahmedabad_Maple tree,LKST818,Ahmedabad,Gujarat
LKST819-Mumbai_Central East,LKST819,Mumbai,Maharashtra
LKST81-Noida Sec-50 Store,LKST81,Noida,Uttar Pradesh
LKST820-Jodhpur_Nai Sadak,LKST820,Jodhpur,Rajasthan
LKST823-Thane_Tropical Lagoon,LKST823,Mumbai,Maharashtra
LKST824-Kolkata_Patuli,LKST824,Kolkata,West Bengal
LKST827-Calicut_Nadakkavu,LKST827,Calicut,Kerala
LKST828-Bangalore_ Annapoornesehswari Nagar,LKST828,Bengaluru,Karnataka
LKST829-Hyderabad_SD Road,LKST829,Hyderabad,Telangana
LKST82-Annanagar Chennai Store,LKST82,Chennai,Tamil Nadu
LKST831-Pune_Dhanori,LKST831,Pune,Maharashtra
LKST832-Surat_vesu VIP road,LKST832,Surat,Gujarat
LKST835-Kolkata_Sodepur HB Town,LKST835,Hooghly,West Bengal
LKST836-Kolkata_Howrah Kadamtala,LKST836,Howrah,West Bengal
LKST837-Chennai_Triplicane High Rd,LKST837,Chennai,Tamil Nadu
LKST839-Chennai_Red hills road Ambattur,LKST839,Chennai,Tamil Nadu
LKST83-Salt Lake Kolkata Store,LKST83,Kolkata,West Bengal
LKST841-Coimbatore_Ondipur Trichy Road,LKST841,Coimbatore,Tamil Nadu
LKST844-Mumbai_Varsova Kabra Metro 1,LKST844,Mumbai,Maharashtra
LKST848-Hyderabad_Hyder Nagar,LKST848,Hyderabad,Telangana
LKST84-WHITEFIELD Bangalore Store,LKST84,Bengaluru,Karnataka
LKST850-Varanasi_Orderly Bazar,LKST850,Varanasi,Uttar Pradesh
LKST851-Mumbai_Sanpada,LKST851,Mumbai,Maharashtra
LKST852-Vadodara_Genda Circle,LKST852,Vadodara,Gujarat
LKST854-Chennai_Arumbakkam-MMDA Colony,LKST854,Chennai,Tamil Nadu
LKST861-Hyderabad_Kushaiguda,LKST861,Hyderabad,Telangana
LKST863-Vizag_Marripalem,LKST863,Visakhapatnam,Andhra Pradesh
LKST865-Navi Mumbai_Kamothe,LKST865,Mumbai,Maharashtra
LKST866-Ahmedabad_Naroda,LKST866,Ahmedabad,Gujarat
LKST867-Mumbai_Nalasopara west,LKST867,Mumbai,Maharashtra
LKST868-Bangalore_Yelahanka,LKST868,Bengaluru,Karnataka
LKST869-Coimbatore_Avinashi RoadHopes college,LKST869,Coimbatore,Tamil Nadu
LKST870-Chennai_Perungalathur,LKST870,Chennai,Tamil Nadu
LKST871-Kolkata_Champadali Barasat,LKST871,Barasat,West Bengal
LKST872-Guwahati_Hatigaon,LKST872,Guwahati,Assam
LKST876-Coimbatore_NSR Road Saibaba colony,LKST876,Coimbatore,Tamil Nadu
LKST877-Hyderabad_Nacharam,LKST877,Hyderabad,Telangana
LKST878-Chennai_ECR Neelankarai,LKST878,Chennai,Tamil Nadu
LKST879-Bangalore_Jakkur,LKST879,Bengaluru,Karnataka
LKST87-Gaurav Tower Jaipur Store,LKST87,Jaipur,Rajasthan
LKST880-Bhopal_Gulmohar colony,LKST880,Bhopal,Madhya Pradesh
LKST881-Mumbai_Virar West,LKST881,Virar,Maharashtra
LKST884-Jaipur_Khatipura Road,LKST884,Jaipur,Rajasthan
LKST885-Jaipur_Shyam Nagar,LKST885,Jaipur,Rajasthan
LKST886-Calicut_Kovoor Road,LKST886,Calicut,Kerala
LKST889-Kolkata_Sakherbazaar,LKST889,Kolkata,West Bengal
LKST88-Raipur Chattisgarh Store,LKST88,Raipur,Chhattisgarh
LKST890-Indore_Kanadia,LKST890,Indore,Madhya Pradesh
LKST892-Calicut_Koylandy,LKST892,Koylandy,Kerala
LKST893-Coimbatore_Vadavalli,LKST893,Coimbatore,Tamil Nadu
LKST894-Chandigarh_Sector 15-C,LKST894,Chandigarh,Chandigarh
LKST895-Delhi_Janakpuri,LKST895,New Delhi,Delhi
LKST897-Bangalore_Nagawara,LKST897,Bengaluru,Karnataka
LKST898-Bangalore_Anekal,LKST898,Anekal,Karnataka
LKST899-Trichy_KK Nagar 1,LKST899,Tiruchirappalli,Tamil Nadu
LKST89-MG Road Kolkata Store,LKST89,Kolkata,West Bengal
LKST900-Kolkata_Star Mall Junction,LKST900,Kolkata,West Bengal
LKST902-Indore_Airport Road,LKST902,Indore,Madhya Pradesh
LKST903-Surat_Athwa,LKST903,Surat,Gujarat
LKST905-Chennai_Madipakkam,LKST905,Chennai,Tamil Nadu
LKST906-Calicut_Kondotty,LKST906,Kondotty,Kerala
LKST907-Delhi_Select City Walk-Saket,LKST907,New Delhi,Delhi
LKST908-Patna_Ashok Rajpath,LKST908,Patna,Bihar
LKST909-Meerut_Shastri Nagar,LKST909,Meerut,Uttar Pradesh
LKST90-Tobin Road Kolkata Store,LKST90,Kolkata,West Bengal
LKST911-Kota_Talwandi,LKST911,Kota,Rajasthan
LKST912-Delhi_Neb Sarai,LKST912,New Delhi,Delhi
LKST913-Bangalore_Ramamurthy Road,LKST913,Bengaluru,Karnataka
LKST914-Panchkula_Sector 8,LKST914,Panchkula,Haryana
LKST916-Jamshedpur_Adityapur,LKST916,Jamshedpur,Jharkhand
LKST917-Bhopal_Indrapuri,LKST917,Bhopal,Madhya Pradesh
LKST918-Bhopal_kohefiza,LKST918,Bhopal,Madhya Pradesh
LKST919-Surat_LP Savani,LKST919,Surat,Gujarat
LKST91-New Alipore Kolkata Store,LKST91,Kolkata,West Bengal
LKST920-Anand,LKST920,Anand,Gujarat
LKST921-Aurangabad_Sutgirni Chowk,LKST921,Aurangabad,Maharashtra
LKST923-Pondicherry_Anna Salai 1,LKST923,Puducherry,Puducherry
LKST924-Cochin_Muvattupuzha,LKST924,Muvattupuzha,Kerala
LKST925-Bangalore_NRI Layout,LKST925,Bengaluru,Karnataka
LKST926-Chennai_Thirumullaivoyal,LKST926,Chennai,Tamil Nadu
LKST928-Chennai_Avadi NMK road,LKST928,Chennai,Tamil Nadu
LKST929-Kolkata_Mahamayatala,LKST929,Kolkata,West Bengal
LKST92-LENSKART.COM-Kharda-Kolkata Store,LKST92,Kolkata,West Bengal
LKST930-Ahmedabad_Maninagar,LKST930,Ahmedabad,Gujarat
LKST931-Bangalore_Hegde nagar,LKST931,Bengaluru,Karnataka
LKST932-Ahmedabad_Thaltej,LKST932,Ahmedabad,Gujarat
LKST933-Coimbatore_Ganapathy 2,LKST933,Coimbatore,Tamil Nadu
LKST934-Cochin_Piravom,LKST934,Piravom,Kerala
LKST935-Chennai_Velachery,LKST935,Chennai,Tamil Nadu
LKST936-Hyderabad_Uppal,LKST936,Hyderabad,Telangana
LKST937-Trivandrum_Uloor,LKST937,Trivandrum,Kerala
LKST938-Hyderabad_Vikrampuri,LKST938,Hyderabad,Telangana
LKST939-Calicut_Hilite mall,LKST939,Calicut,Kerala
LKST93-Serampore Kolkata Store,LKST93,Hooghly,West Bengal
LKST940-Chennai_Pondybazzar,LKST940,Chennai,Tamil Nadu
LKST943-Indore Scheme 54,LKST943,Indore,Madhya Pradesh
LKST945-Chennai_Korattur,LKST945,Chennai,Tamil Nadu
LKST946-Chennai_Mount Road,LKST946,Chennai,Tamil Nadu
LKST947-Pondicherry_Reddiyarpalayam,LKST947,Puducherry,Puducherry
LKST948-Jaipur_Jagatpura,LKST948,Jaipur,Rajasthan
LKST94-LENSKART.COM-Uttarpara-Kolkata Store,LKST94,Hooghly,West Bengal
LKST950-Hyderabad_Vivekananda Nagar,LKST950,Hyderabad,Telangana
LKST952-Pondicherry_Kamaraj Salai,LKST952,Puducherry,Puducherry
LKST953-Hyderabad_Narsingi 1,LKST953,Hyderabad,Telangana
LKST954-Vizag_Seethammadara,LKST954,Visakhapatnam,Andhra Pradesh
LKST955-Trivandrum_Kp Road,LKST955,Trivandrum,Kerala
LKST956-New Mumbai_Ambernath,LKST956,Mumbai,Maharashtra
LKST958-Surat_Yogi Chowk,LKST958,Surat,Gujarat
LKST959-Cuttack_Buxi Bazar,LKST959,Cuttack,odisha
LKST960-Jamshedpur_Kadma,LKST960,Jamshedpur,Jharkhand
LKST961-Dehradun_Chakrata Road,LKST961,Dehradun,Uttarakhand
LKST962-Lucknow_Chowk Thakurganj,LKST962,Lucknow,Uttar Pradesh
LKST963-Jaipur_Ajmer Road,LKST963,Jaipur,Rajasthan
LKST966-Jaipur_Vaishali Nagar 1,LKST966,Jaipur,Rajasthan
LKST967-Delhi_Ramesh Nagar,LKST967,New Delhi,Delhi
LKST968-Vizag_Ramnagar,LKST968,Visakhapatnam,Andhra Pradesh
LKST969-Madurai_Gokhale Road,LKST969,Madurai,Tamil Nadu
LKST96-Nagerbazar Kolkata Store,LKST96,Kolkata,West Bengal
LKST970-Thoduphuza_Golden tower,LKST970,Thodupuzha,Kerala
LKST971-Chennai_Mowlivakkam,LKST971,Chennai,Tamil Nadu
LKST972-Trivandrum_Attingal,LKST972,Attingal,Kerala
LKST973-Pune_Tilak Road,LKST973,Pune,Maharashtra
LKST975-Kamarhati_Kolkata,LKST975,Kamarhati,West Bengal
LKST976-Kolkata_Habra,LKST976,Kolkata,West Bengal
LKST977-Vijaywada_Bhavanipuram,LKST977,Vijayawada,Andhra Pradesh
LKST978-Bangalore_Kanakapura,LKST978,Bengaluru,Karnataka
LKST979-Hyderabad_Alwal,LKST979,Hyderabad,Telangana
LKST980-Hyderabad_Shamshbad,LKST980,Rangareddy,Telangana
LKST981-Chennai_Ayanavaram,LKST981,Chennai,Tamil Nadu
LKST982-Chennai_Urapakkam,LKST982,Chennai,Tamil Nadu
LKST983-Nagpur_Panchsheel square,LKST983,Nagpur,Maharashtra
LKST984-Bhopal_Kolhar Road,LKST984,Bhopal,Madhya Pradesh
LKST985-Ludhiana_BRS Nagar,LKST985,Ludhiana,Punjab
LKST986-Faridabad_Sector 31,LKST986,Faridabad,Haryana
LKST98-RK Salai Chennai Store,LKST98,Chennai,Tamil Nadu
LKST991-Chandigarh_Sector 7C,LKST991,Chandigarh,Chandigarh
LKST992-Noida_Sector 137,LKST992,Noida,Uttar Pradesh
LKST993-Delhi_Geeta Colony,LKST993,New Delhi,Delhi
LKST994-Gurgaon_Sapphire 90,LKST994,Gurugram,Haryana
LKST995-Lucknow_SGPGI Market,LKST995,Lucknow,Uttar Pradesh
LKST996-Faridabad_NIT-1,LKST996,Faridabad,Haryana
LKST997-Madurai_Simmakkal,LKST997,Madurai,Tamil Nadu
LKST999-Kollam_Pallimukku,LKST999,Kollam,Kerala
LKST99-Madhyamgram Kolkata Store,LKST99,Barasat,West Bengal
ST04-Prasanna Bhandagi,ST04,MAPUSA,Goa
ST07-LOOKS ENTERPRISE,ST07,Ahmedabad,Gujarat
ST100-Hasya Enterprises,ST100,Hyderabad,Telangana
ST103-Morya Enterprise,ST103,Mumbai,Maharashtra
ST107-Vishruth Optics Madhapur (Lenskart.Com),ST107,Hyderabad,Telangana
ST109-Ishaan Enterprises Padivattom,ST109,Kochi,Kerala
ST10-BIG OPTICALS,ST10,Mangalore,Karnataka
ST110-Siddharthsai events and management services Pvt lt,ST110,Hyderabad,Telangana
ST111-AIRCONNECT,ST111,Bengaluru,Karnataka
ST112-Siva Sai Enterprises,ST112,Hyderabad,Telangana
ST115-Vishruth Optics Himayatnagar (Lenskart.Com),ST115,Hyderabad,Telangana
ST118-NEW LENS CITY,ST118,Bengaluru,Karnataka
ST123-Vishruth Optics SR Nagar (Lenskart.Com),ST123,Hyderabad,Telangana
ST125-BLUEJ ENTERPRISES,ST125,Hyderabad,Telangana
ST126-P.V.Opticals,ST126,Hubli,Karnataka
ST127-The Optical Shop,ST127,Mumbai,Maharashtra
ST128-Birajdar Opticians,ST128,Solapur,Maharashtra
ST12-Nandish Enterprises,ST12,Kolhapur,Maharashtra
ST130-Infinity Opticals,ST130,Pune,Maharashtra
ST131-GOODWILL OPTICALS,ST131,Kottayam,Kerala
ST133-Urban India Ventures,ST133,Bengaluru,Karnataka
ST134-Om Lenses Bel Road,ST134,Bengaluru,Karnataka
ST136-Trinity Ventures,ST136,Pune,Maharashtra
ST137-Shree Salasar Balaji Enterprises Patia,ST137,Bhubaneswar,odisha
ST138-KARTHIKEYA OPTICS Vijayawada (Lenskart.Com),ST138,Vijayawada,Andhra Pradesh
ST141-KAY VISION Kandivali,ST141,Mumbai,Maharashtra
ST142-Navkar Enterprises,ST142,Pune,Maharashtra
ST144-Fortuna Associates,ST144,Bengaluru,Karnataka
ST148-NALINI OPTICALS,ST148,Belgaum,Karnataka
ST149-I2 Eye koramangala2,ST149,Bengaluru,Karnataka
ST14-OPTICA THE EYE WEAR,ST14,Hyderabad,Telangana
ST150-Abhav Ventures,ST150,Bengaluru,Karnataka
ST151-Perfaction optics,ST151,Patna,Bihar
ST153-Eye Deal Opticals,ST153,Mumbai,Maharashtra
ST156-seasonsmall.pune@lenskart.mobi,ST156,Pune,Maharashtra
ST157-EYEWORKS ENTERPRISES,ST157,Kurnool,Andhra Pradesh
ST158-Sahita Nidhi Enterprises,ST158,Rajahmundry,Andhra Pradesh
ST159-J.D. Fashions,ST159,Chennai,Tamil Nadu
ST15-VADIM Associates,ST15,Visakhapatnam,Andhra Pradesh
ST161-Lenskart Store (R H Enterprises),ST161,Kollam,Kerala
ST163-Dedhia Retail Services,ST163,Palghar,Maharashtra
ST165-SR ENTERPRISES,ST165,Visakhapatnam,Andhra Pradesh
ST166-Cool Optics,ST166,Tumkur,Karnataka
ST167-M/s Hasya Enterprises Chanda Nagar,ST167,Hyderabad,Telangana
ST168-La refraction,ST168,Puducherry,Puducherry
ST169-GOODRICH VENTURES LLP,ST169,Pune,Maharashtra
ST170-Vishruth Optics Tolichowki (Lenskart.Com),ST170,Hyderabad,Telangana
ST175-Params Eye Boutique,ST175,Davangere,Karnataka
ST178-Welfin Apparels,ST178,Rourkela,odisha
ST181-Shamika Organic India Pvt. Ltd.,ST181,Mumbai,Maharashtra
ST185-ANNAI OPTICALS,ST185,Dharmapuri,Tamil Nadu
ST186-LG PIPS,ST186,Tiruchirappalli,Tamil Nadu
ST187-Shamika Organic India Pvt. Ltd. Nasik,ST187,Nashik,Maharashtra
ST188-Opptic,ST188,Nagaon,Assam
ST189-Suma Venture,ST189,Shivamogga,Karnataka
ST18-SHREE SHYAM LENS CRAFTERS,ST18,Bengaluru,Karnataka
ST190-CHARMS INDIA EYEWEAR,ST190,Vellore,Tamil Nadu
ST191-Phoenix Enterprises Avinashi Road,ST191,Coimbatore,Tamil Nadu
ST192-Kushal Bharat Equipments &amp; Infrastructure,ST192,Purulia,West Bengal
ST194-THE EYE STORE,ST194,Mehsana,Gujarat
